STATION,MSMT_DATE,WLM_RPE,WLM_RPE_QC,WLM_GSE,WLM_GSE_QC,RPE_WSE,RPE_WSE_QC,GSE_WSE,GSE_WSE_QC,WSE,WSE_QC
03N04E11L001M,12/1/2022,,255,,255,,255,,255,,255
04N04E01N001M,12/1/2022,0,1,0,1,,255,,255,,255
04N04E02B001M,12/1/2022,10.73,1,9.63,1,,255,,255,,255
04N04E10Q001M,12/1/2022,,255,,255,,255,,255,,255
04N04E10Q002M,12/1/2022,,255,,255,,255,,255,,255
04N04E12M001M,12/1/2022,-0.57,1,-2.58,1,,255,,255,,255
04N04E12M002M,12/1/2022,18.333,1,15.333,1,,255,,255,,255
04N04E13A001M,12/1/2022,,255,,255,,255,,255,,255
04N04E13A002M,12/1/2022,,255,,255,,255,,255,,255
04N04E34N001M,12/1/2022,,255,,255,,255,,255,,255
04N04E34N002M,12/1/2022,,255,,255,,255,,255,,255
04N05E07N002M,12/1/2022,5.72,1,3.52,1,,255,,255,,255
05N04E36G001M,12/1/2022,4.02,1,2.62,1,,255,,255,,255
05N04E36G002M,12/1/2022,4.02,1,2.62,1,,255,,255,,255
05N05E30A004M,12/1/2022,9.62,1,7.92,1,,255,,255,,255
05N05E30K001M,12/1/2022,4.52,1,2.92,1,,255,,255,,255
05N05E30K002M,12/1/2022,4.52,1,2.92,1,,255,,255,,255
07N02E35D001M,12/1/2022,34.35,70,33,70,,255,,255,,255
07N02E35D002M,12/1/2022,34.29,70,33,70,,255,,255,,255
07N02E35D003M,12/1/2022,35.15,70,33,70,,255,,255,,255
09N04E20N001M,12/1/2022,22.57,1,21.49,1,,255,,255,,255
09N04E20N002M,12/1/2022,22.39,1,21.49,1,,255,,255,,255
11N03E02Q002M,12/1/2022,26.45,1,24.71,1,,255,,255,,255
11N03E02Q003M,12/1/2022,26.28,1,24.71,1,,255,,255,,255
11N03E02Q004M,12/1/2022,26.22,1,24.71,1,,255,,255,,255
11N03E02Q005M,12/1/2022,26.12,1,24.71,1,,255,,255,,255
13N03E06A001M,12/1/2022,37.99,1,35.546,1,,255,,255,,255
13N03E06A002M,12/1/2022,37.861,1,35.546,1,,255,,255,,255
13N03E06A003M,12/1/2022,37.715,1,35.546,1,,255,,255,,255
14N01E35P001M,12/1/2022,48.74,1,46.88,1,,255,,255,,255
14N01E35P004M,12/1/2022,47.62,1,46.88,1,,255,,255,,255
14N02W22A002M,12/1/2022,87.06,1,,151,,255,,255,,255
14N02W22A003M,12/1/2022,86.9,1,84.38,1,,255,,255,,255
14N02W22A004M,12/1/2022,86.825,1,84.38,1,,255,,255,,255
14N02W22A005M,12/1/2022,86.69,1,84.38,1,,255,,255,,255
14N03E23D003M,12/1/2022,54.79,1,52.05,1,,255,,255,,255
14N03E23D004M,12/1/2022,54.53,1,52.05,1,,255,,255,,255
14N03E23D005M,12/1/2022,54.4,1,52.05,1,,255,,255,,255
14N03E23D006M,12/1/2022,52.52,1,50.73,1,,255,,255,,255
15N04E04R002M,12/1/2022,89.97,50,88.07,1,,255,,255,,255
15N04E04R003M,12/1/2022,89.88,50,88.07,1,,255,,255,,255
15N04E04R004M,12/1/2022,89.74,1,88.07,1,,255,,255,,255
15N04E04R005M,12/1/2022,89.69,1,88.07,1,,255,,255,,255
15N04E04R006M,12/1/2022,90.11,1,88.07,1,,255,,255,,255
16N03E17J001M,12/1/2022,79.295,1,77.354,1,,255,,255,,255
16N03E17J002M,12/1/2022,79.116,1,77.354,1,,255,,255,,255
16N03E17J003M,12/1/2022,78.871,1,77.354,1,,255,,255,,255
16N03E17J005M,12/1/2022,78.49,1,77.354,1,,255,,255,,255
16N03W14H004M,12/1/2022,68.21,1,65.7,1,,255,,255,,255
17N03E26A003M,12/1/2022,86.93,1,87.264,1,,255,,255,,255
17N03E26A004M,12/1/2022,86.94,70,87.26,70,,255,,255,,255
17N03E26A005M,12/1/2022,86.82,70,87.26,70,,255,,255,,255
17N03E26A006M,12/1/2022,86.89,70,87.26,70,,255,,255,,255
19N02W08Q002M,12/1/2022,109.38,1,108.36,1,,255,,255,,255
21N01E13L002M,12/1/2022,181.9,1,179.85,1,,255,,255,,255
21N01E13L003M,12/1/2022,181.99,1,179.85,1,,255,,255,,255
21N01E13L004M,12/1/2022,182.06,1,179.85,1,,255,,255,,255
22N02W15C005M,12/1/2022,192.71,1,189.3,1,,255,,255,,255
26N02W22E003M,12/1/2022,256,1,254,1,,255,,255,,255
26N02W22E004M,12/1/2022,256.2,1,254,1,,255,,255,,255
26N02W22E005M,12/1/2022,256.3,1,254,1,,255,,255,,255
26N02W22E006M,12/1/2022,256.7,1,254,1,,255,,255,,255
387172N1216323W001,12/1/2022,18.76,1,19.05,1,,255,,255,,255
387183N1216337W001,12/1/2022,19.77,1,20.14,1,,255,,255,,255
387184N1216337W001,12/1/2022,19.71,1,20.16,1,,255,,255,,255
387627N1216358W001,12/1/2022,29.03,1,29,1,,170,,170,,170
03N04E11L001M,11/1/2022,,255,,255,9.17,1,,255,,255
04N04E01N001M,11/1/2022,0,1,0,1,22.673,1,22.673,1,-22.673,1
04N04E02B001M,11/1/2022,10.73,1,9.63,1,8.307,1,7.207,1,2.423,1
04N04E10Q001M,11/1/2022,,255,,255,9.58,1,,255,,255
04N04E10Q002M,11/1/2022,,255,,255,9.374,1,,255,,255
04N04E12M001M,11/1/2022,-0.57,1,-2.58,1,7.302,1,5.292,1,-7.872,1
04N04E12M002M,11/1/2022,18.333,1,15.333,1,7.801,50,4.801,50,10.532,50
04N04E13A001M,11/1/2022,,255,,255,7.803,1,,255,,255
04N04E13A002M,11/1/2022,,255,,255,9.235,1,,255,,255
04N04E34N001M,11/1/2022,,255,,255,10.034,1,,255,,255
04N04E34N002M,11/1/2022,,255,,255,9.363,2,,255,,255
04N05E07N002M,11/1/2022,5.72,1,3.52,1,9.902,1,7.702,1,-4.182,1
05N04E36G001M,11/1/2022,4.02,1,2.62,1,8.559,1,7.159,1,-4.539,1
05N04E36G002M,11/1/2022,4.02,1,2.62,1,9.195,1,7.795,1,-5.175,1
05N05E29D003M,11/1/2022,14.67,1,11.02,1,,255,,255,,255
05N05E30A004M,11/1/2022,9.62,1,7.92,1,12.455,1,10.755,1,-2.835,1
05N05E30K001M,11/1/2022,4.52,1,2.92,1,10.987,1,9.387,1,-6.467,1
05N05E30K002M,11/1/2022,4.52,1,2.92,1,11.04,1,9.44,1,-6.52,1
07N02E35D001M,11/1/2022,34.35,70,33,70,35.817,1,34.467,70,-1.467,70
07N02E35D002M,11/1/2022,34.29,70,33,70,39.513,1,38.223,70,-5.223,70
07N02E35D003M,11/1/2022,35.15,70,33,70,45.521,1,43.371,70,-10.371,70
09N04E20N001M,11/1/2022,22.57,1,21.49,1,19.055,1,17.975,1,3.515,1
09N04E20N002M,11/1/2022,22.39,1,21.49,1,18.217,1,17.317,1,4.173,1
11N03E02Q002M,11/1/2022,26.45,1,24.71,1,12.922,1,11.182,1,13.528,1
11N03E02Q003M,11/1/2022,26.28,1,24.71,1,17.648,1,16.078,1,8.632,1
11N03E02Q004M,11/1/2022,26.22,1,24.71,1,29.479,1,27.969,1,-3.259,1
11N03E02Q005M,11/1/2022,26.12,1,24.71,1,30.258,1,28.848,1,-4.138,1
11N04E04N001M,11/1/2022,31.81,1,31,1,,151,,151,,151
13N03E06A001M,11/1/2022,37.99,1,35.546,1,17.19,1,14.746,1,20.8,1
13N03E06A002M,11/1/2022,37.861,1,35.546,1,18.917,1,16.602,1,18.944,1
13N03E06A003M,11/1/2022,37.715,1,35.546,1,18.828,1,16.659,1,18.887,1
14N01E35P001M,11/1/2022,48.74,1,46.88,1,44.024,2,42.164,2,4.716,2
14N01E35P004M,11/1/2022,47.62,1,46.88,1,21.245,2,20.505,2,26.375,2
14N02W22A002M,11/1/2022,87.06,1,,151,115.768,1,,151,-28.708,1
14N02W22A003M,11/1/2022,86.9,1,84.38,1,115.799,1,113.279,1,-28.899,1
14N02W22A004M,11/1/2022,86.825,1,84.38,1,112.237,1,109.792,1,-25.412,1
14N02W22A005M,11/1/2022,86.69,1,84.38,1,106.464,1,104.154,1,-19.774,1
14N03E23D003M,11/1/2022,54.79,1,52.05,1,34.178,1,31.438,1,20.612,1
14N03E23D004M,11/1/2022,54.53,1,52.05,1,36.527,1,34.047,1,18.003,1
14N03E23D005M,11/1/2022,54.4,1,52.05,1,35.641,1,33.291,1,18.759,1
14N03E23D006M,11/1/2022,52.52,1,50.73,1,35.387,1,33.597,1,17.133,1
15N04E04R002M,11/1/2022,89.97,50,88.07,1,29.067,1,27.167,50,60.903,50
15N04E04R003M,11/1/2022,89.88,50,88.07,1,33.72,1,31.91,50,56.16,50
15N04E04R004M,11/1/2022,89.74,1,88.07,1,36.697,1,35.027,1,53.043,1
15N04E04R005M,11/1/2022,89.69,1,88.07,1,31.589,1,29.969,1,58.101,1
15N04E04R006M,11/1/2022,90.11,1,88.07,1,29.795,1,27.755,1,60.315,1
16N02W05B001M,11/1/2022,66.91,1,65,1,,255,,255,,255
16N02W05B002M,11/1/2022,65.55,1,65,1,,255,,255,,255
16N02W05B003M,11/1/2022,66.34,1,65,1,,255,,255,,255
16N03E17J001M,11/1/2022,79.295,1,77.354,1,14.778,1,12.837,1,64.517,1
16N03E17J002M,11/1/2022,79.116,1,77.354,1,29.066,1,27.304,1,50.05,1
16N03E17J003M,11/1/2022,78.871,1,77.354,1,31.33,1,29.813,1,47.541,1
16N03E17J005M,11/1/2022,78.49,1,77.354,1,35.706,1,34.57,1,42.784,1
16N03W14H004M,11/1/2022,68.21,1,65.7,1,19.405,2,16.895,2,48.805,2
17N03E26A003M,11/1/2022,86.93,1,87.264,1,40.027,1,40.361,1,46.903,1
17N03E26A004M,11/1/2022,86.94,70,87.26,70,36.93,1,37.25,70,50.01,70
17N03E26A005M,11/1/2022,86.82,70,87.26,70,38.266,1,38.706,70,48.554,70
17N03E26A006M,11/1/2022,86.89,70,87.26,70,39.651,1,40.021,70,47.239,70
19N02W08Q002M,11/1/2022,109.38,1,108.36,1,19.645,1,18.625,1,89.735,1
21N01E13L002M,11/1/2022,181.9,1,179.85,1,,255,,255,,255
21N01E13L003M,11/1/2022,181.99,1,179.85,1,,255,,255,,255
21N01E13L004M,11/1/2022,182.06,1,179.85,1,,255,,255,,255
22N02W15C005M,11/1/2022,192.71,1,189.3,1,67.878,1,64.468,1,124.832,1
26N02W22E003M,11/1/2022,256,1,254,1,,255,,255,,255
26N02W22E004M,11/1/2022,256.2,1,254,1,,255,,255,,255
26N02W22E005M,11/1/2022,256.3,1,254,1,,255,,255,,255
26N02W22E006M,11/1/2022,256.7,1,254,1,,255,,255,,255
387172N1216323W001,11/1/2022,18.76,1,19.05,1,15.933,1,16.223,1,2.827,1
387183N1216337W001,11/1/2022,19.77,1,20.14,1,16.843,1,17.213,1,2.927,1
387184N1216337W001,11/1/2022,19.71,1,20.16,1,16.882,1,17.332,1,2.828,1
387627N1216358W001,11/1/2022,29.03,1,29,1,,170,,170,,170
03N04E11L001M,10/1/2022,,255,,255,9.261,1,,255,,255
04N04E01N001M,10/1/2022,0,1,0,1,22.554,1,22.554,1,-22.554,1
04N04E02B001M,10/1/2022,10.73,1,9.63,1,8.858,1,7.758,1,1.872,1
04N04E10Q001M,10/1/2022,,255,,255,9.779,1,,255,,255
04N04E10Q002M,10/1/2022,,255,,255,9.674,1,,255,,255
04N04E12M001M,10/1/2022,-0.57,1,-2.58,1,7.374,1,5.364,1,-7.944,1
04N04E12M002M,10/1/2022,18.333,1,15.333,1,7.628,1,4.628,1,10.705,1
04N04E13A001M,10/1/2022,,255,,255,7.615,1,,255,,255
04N04E13A002M,10/1/2022,,255,,255,9.133,1,,255,,255
04N04E34N001M,10/1/2022,,255,,255,10.964,1,,255,,255
04N04E34N002M,10/1/2022,,255,,255,9.987,2,,255,,255
04N05E07N002M,10/1/2022,5.72,1,3.52,1,9.651,1,7.451,1,-3.931,1
05N04E36G001M,10/1/2022,4.02,1,2.62,1,8.929,1,7.529,1,-4.909,1
05N04E36G002M,10/1/2022,4.02,1,2.62,1,9.383,1,7.983,1,-5.363,1
05N05E29D003M,10/1/2022,14.67,1,11.02,1,19.777,1,16.127,1,-5.107,1
05N05E30A004M,10/1/2022,9.62,1,7.92,1,13.042,1,11.342,1,-3.422,1
05N05E30K001M,10/1/2022,4.52,1,2.92,1,11.026,1,9.426,1,-6.506,1
05N05E30K002M,10/1/2022,4.52,1,2.92,1,11.169,1,9.569,1,-6.649,1
07N02E35D001M,10/1/2022,34.35,70,33,70,35.415,1,34.065,70,-1.065,70
07N02E35D002M,10/1/2022,34.29,70,33,70,40.262,1,38.972,70,-5.972,70
07N02E35D003M,10/1/2022,35.15,70,33,70,47.781,1,45.631,70,-12.631,70
09N03E08C001M,10/1/2022,30.386,2,28.51,1,,255,,255,,255
09N03E08C002M,10/1/2022,30.226,2,28.51,1,,255,,255,,255
09N03E08C004M,10/1/2022,30.4,1,28.51,1,,255,,255,,255
09N04E20N001M,10/1/2022,22.57,1,21.49,1,19.186,1,18.106,1,3.384,1
09N04E20N002M,10/1/2022,22.39,1,21.49,1,18.298,1,17.398,1,4.092,1
10N04E27R002M,10/1/2022,27.84,1,27.34,1,,255,,255,,255
10N04E27R003M,10/1/2022,28.09,1,27.34,1,,255,,255,,255
10N04E27R004M,10/1/2022,28.31,1,27.34,1,,255,,255,,255
10N04E31M001M,10/1/2022,19.28,1,16.78,1,,255,,255,,255
10N04E31M002M,10/1/2022,17.51,1,16.78,1,,255,,255,,255
10N04E31M003M,10/1/2022,17.98,1,16.78,1,,255,,255,,255
10N04E31M004M,10/1/2022,18.53,1,16.78,1,,255,,255,,255
11N01E02D001M,10/1/2022,28.21,1,27.45,1,,255,,255,,255
11N01E24Q004M,10/1/2022,42.81,1,41.8,1,,255,,255,,255
11N01E24Q005M,10/1/2022,42.83,1,41.8,1,,255,,255,,255
11N01E24Q006M,10/1/2022,42.85,1,41.8,1,,255,,255,,255
11N01E24Q007M,10/1/2022,42.75,1,41.8,1,,255,,255,,255
11N01E24Q500M,10/1/2022,44.81,1,41.71,1,,255,,255,,255
11N01E24Q501M,10/1/2022,44.63,1,41.71,1,,255,,255,,255
11N01E24Q502M,10/1/2022,44.47,1,41.71,1,,255,,255,,255
11N01E24Q503M,10/1/2022,44.32,1,41.71,1,,255,,255,,255
11N03E02Q002M,10/1/2022,26.45,1,24.71,1,11.94,1,10.2,1,14.51,1
11N03E02Q003M,10/1/2022,26.28,1,24.71,1,18.892,1,17.322,1,7.388,1
11N03E02Q004M,10/1/2022,26.22,1,24.71,1,31.143,1,29.633,1,-4.923,1
11N03E02Q005M,10/1/2022,26.12,1,24.71,1,31.591,1,30.181,1,-5.471,1
11N04E04N001M,10/1/2022,31.81,1,31,1,,151,,151,,151
11N04E04N002M,10/1/2022,31.95,1,31,1,,255,,255,,255
11N04E04N003M,10/1/2022,32.13,1,31,1,,255,,255,,255
11N04E04N004M,10/1/2022,32.31,1,31,1,,255,,255,,255
12N01E07N001M,10/1/2022,27.97,1,26.57,1,,255,,255,,255
12N01E07N002M,10/1/2022,28.47,1,26.57,1,,255,,255,,255
12N01E07N003M,10/1/2022,29.04,1,26.57,1,,255,,255,,255
12N01E14R001M,10/1/2022,31.93,1,29.55,1,,255,,255,,255
12N01E14R002M,10/1/2022,32.33,1,29.55,1,,255,,255,,255
12N01E14R003M,10/1/2022,32.62,1,29.55,1,,255,,255,,255
12N01W04M001M,10/1/2022,118.08,1,116.1,1,,255,,255,,255
12N01W04M002M,10/1/2022,117.72,1,116.1,1,,255,,255,,255
12N01W04M003M,10/1/2022,117.37,1,116.1,1,,255,,255,,255
12N02E23H001M,10/1/2022,22.079,1,22.236,1,,255,,255,,255
12N02E23H002M,10/1/2022,21.939,1,22.236,1,,255,,255,,255
12N02E23H003M,10/1/2022,21.876,1,22.236,1,,255,,255,,255
12N02E23H004M,10/1/2022,21.823,1,22.236,1,,255,,255,,255
12N04E03N001M,10/1/2022,49.83,1,48.96,1,,255,,255,,255
12N04E03N002M,10/1/2022,50.23,1,48.96,1,,255,,255,,255
12N04E03N003M,10/1/2022,50.37,1,48.96,1,,255,,255,,255
12N04E03N004M,10/1/2022,50.58,1,48.96,1,,255,,255,,255
12N04E26J002M,10/1/2022,52.3,1,51.62,1,,255,,255,,255
12N04E26J003M,10/1/2022,52.63,1,51.62,1,,255,,255,,255
12N04E26J004M,10/1/2022,52.76,1,51.62,1,,255,,255,,255
13N01E21B002M,10/1/2022,29.9,1,27.55,1,,255,,255,,255
13N01E22A002M,10/1/2022,38.83,1,36.56,1,,255,,255,,255
13N01E24G002M,10/1/2022,30.61,1,29.83,1,,255,,255,,255
13N01E24G003M,10/1/2022,31,1,29.83,1,,255,,255,,255
13N01E24G004M,10/1/2022,31.13,1,29.83,1,,255,,255,,255
13N01W13P001M,10/1/2022,33.52,1,32.23,1,,255,,255,,255
13N01W13P002M,10/1/2022,34.58,1,32.23,1,,255,,255,,255
13N01W13P003M,10/1/2022,35.49,1,32.23,1,,255,,255,,255
13N03E06A001M,10/1/2022,37.99,1,35.546,1,18.014,1,15.57,1,19.976,1
13N03E06A002M,10/1/2022,37.861,1,35.546,1,19.709,1,17.394,1,18.152,1
13N03E06A003M,10/1/2022,37.715,1,35.546,1,19.621,1,17.452,1,18.094,1
13N03E26J002M,10/1/2022,36.841,1,37.081,1,,255,,255,,255
13N03E26J003M,10/1/2022,36.849,1,37.081,1,,255,,255,,255
13N03E26J004M,10/1/2022,36.692,1,37.081,1,,255,,255,,255
13N03E26J005M,10/1/2022,36.605,1,37.081,1,,255,,255,,255
13N04E11J001M,10/1/2022,61.38,1,61.38,1,,255,,255,,255
13N04E11R002M,10/1/2022,63.3,1,60.5,1,,255,,255,,255
13N04E11R003M,10/1/2022,63.2,1,60.5,1,,255,,255,,255
13N04E11R004M,10/1/2022,63.1,1,60.5,1,,255,,255,,255
13N04E11R005M,10/1/2022,63.4,1,60.5,1,,255,,255,,255
14N01E35P001M,10/1/2022,48.74,1,46.88,1,44.818,2,42.958,2,3.922,2
14N01E35P002M,10/1/2022,48.36,1,46.88,1,,255,,255,,255
14N01E35P003M,10/1/2022,48,1,46.88,1,,255,,255,,255
14N01E35P004M,10/1/2022,47.62,1,46.88,1,21.661,2,20.921,2,25.959,2
14N02E17C001M,10/1/2022,34.91,1,35.079,1,,255,,255,,255
14N02E17C002M,10/1/2022,34.901,1,35.079,1,,255,,255,,255
14N02E17C003M,10/1/2022,34.917,1,35.079,1,,255,,255,,255
14N02E17C004M,10/1/2022,34.924,1,35.079,1,,255,,255,,255
14N02E32D001M,10/1/2022,31.17,1,29.4,1,,255,,255,,255
14N02E32D002M,10/1/2022,30.59,1,29.4,1,,255,,255,,255
14N02E32D003M,10/1/2022,30.21,1,29.4,1,,255,,255,,255
14N02W22A002M,10/1/2022,87.06,1,,151,,255,,255,,255
14N02W22A003M,10/1/2022,86.9,1,84.38,1,,255,,255,,255
14N02W22A004M,10/1/2022,86.825,1,84.38,1,,255,,255,,255
14N02W22A005M,10/1/2022,86.69,1,84.38,1,,255,,255,,255
14N03E23D003M,10/1/2022,54.79,1,52.05,1,35.416,1,32.676,1,19.374,1
14N03E23D004M,10/1/2022,54.53,1,52.05,1,41.229,1,38.749,1,13.301,1
14N03E23D005M,10/1/2022,54.4,1,52.05,1,37.829,1,35.479,1,16.571,1
14N03E23D006M,10/1/2022,52.52,1,50.73,1,37.565,1,35.775,1,14.955,1
15N03W20Q001M,10/1/2022,130.23,1,128.56,1,,255,,255,,255
15N03W20Q002M,10/1/2022,130.66,1,128.56,1,,255,,255,,255
15N03W20Q003M,10/1/2022,131,1,128.56,1,,255,,255,,255
15N04E04R002M,10/1/2022,89.97,50,88.07,1,29.044,1,27.144,50,60.926,50
15N04E04R003M,10/1/2022,89.88,50,88.07,1,35.824,1,34.014,50,54.056,50
15N04E04R004M,10/1/2022,89.74,1,88.07,1,38.865,1,37.195,1,50.875,1
15N04E04R005M,10/1/2022,89.69,1,88.07,1,33.894,1,32.274,1,55.796,1
15N04E04R006M,10/1/2022,90.11,1,88.07,1,29.799,1,27.759,1,60.311,1
16N02W05B001M,10/1/2022,66.91,1,65,1,76.266,1,74.356,1,-9.356,1
16N02W05B002M,10/1/2022,65.55,1,65,1,62.588,1,62.038,1,2.962,1
16N02W05B003M,10/1/2022,66.34,1,65,1,32.967,1,31.627,1,33.373,1
16N03E17J001M,10/1/2022,79.295,1,77.354,1,16.36,1,14.419,1,62.935,1
16N03E17J002M,10/1/2022,79.116,1,77.354,1,,255,,255,,255
16N03E17J003M,10/1/2022,78.871,1,77.354,1,34.362,1,32.845,1,44.509,1
16N03E17J004M,10/1/2022,78.705,1,77.354,1,,255,,255,,255
16N03E17J005M,10/1/2022,78.49,1,77.354,1,39.292,1,38.156,1,39.198,1
16N03W14H004M,10/1/2022,68.21,1,65.7,1,19.007,2,16.497,2,49.203,2
16N03W14H005M,10/1/2022,67.91,1,65.7,1,,255,,255,,255
16N03W14H006M,10/1/2022,67.68,1,65.7,1,,255,,255,,255
17N01W10A001M,10/1/2022,67.53,1,64.28,1,,255,,255,,255
17N01W10A002M,10/1/2022,67.07,1,64.28,1,,255,,255,,255
17N01W10A003M,10/1/2022,66.82,1,64.28,1,,255,,255,,255
17N01W10A004M,10/1/2022,66.43,1,64.28,1,,255,,255,,255
17N01W27A001M,10/1/2022,68.98,1,66.61,1,,255,,255,,255
17N01W27A002M,10/1/2022,68.63,1,66.61,1,,255,,255,,255
17N01W27A003M,10/1/2022,68.28,1,66.61,1,,255,,255,,255
17N02W09H002M,10/1/2022,69.36,1,67,1,,255,,255,,255
17N02W09H004M,10/1/2022,68.78,1,67,1,,255,,255,,255
17N03E26A003M,10/1/2022,86.93,1,87.264,1,42.865,1,43.199,1,44.065,1
17N03E26A004M,10/1/2022,86.94,70,87.26,70,37.699,1,38.019,70,49.241,70
17N03E26A005M,10/1/2022,86.82,70,87.26,70,42.454,1,42.894,70,44.366,70
17N03E26A006M,10/1/2022,86.89,70,87.26,70,42.947,1,43.317,70,43.943,70
18N01W02E001M,10/1/2022,80.89,1,78.5,1,,255,,255,,255
18N01W02E002M,10/1/2022,81.3,1,78.5,1,,255,,255,,255
18N01W02E003M,10/1/2022,81.37,1,78.5,1,,255,,255,,255
18N02W18D001M,10/1/2022,83.03,1,82.43,1,,255,,255,,255
18N02W18D002M,10/1/2022,83.43,1,82.43,1,,255,,255,,255
18N02W18D003M,10/1/2022,84.03,1,82.43,1,,255,,255,,255
18N02W18D004M,10/1/2022,84.43,1,82.43,1,,255,,255,,255
19N01E35B002M,10/1/2022,92.44,1,86.5,1,,255,,255,,255
19N01E35B003M,10/1/2022,89.59,1,86.5,1,,255,,255,,255
19N01W22D007M,10/1/2022,90.33,130,87.38,130,,255,,255,,255
19N02W08Q001M,10/1/2022,120,1,108.36,1,,255,,255,,255
19N02W08Q002M,10/1/2022,109.38,1,108.36,1,19.658,1,18.638,1,89.722,1
19N02W08Q003M,10/1/2022,109.56,1,108.36,1,,255,,255,,255
20N01E18L003M,10/1/2022,109.03,1,107.35,1,,255,,255,,255
20N02W11A001M,10/1/2022,125.9,1,125.4,1,,255,,255,,255
20N02W11A003M,10/1/2022,125.9,1,125.4,1,,255,,255,,255
20N02W18R005M,10/1/2022,132.45,1,131.35,1,,255,,255,,255
20N02W18R006M,10/1/2022,132.98,1,131.38,1,,255,,255,,255
20N02W18R007M,10/1/2022,133.43,1,131.38,1,,255,,255,,255
20N02W25F001M,10/1/2022,105.54,1,102.2,1,,255,,255,,255
20N02W25F002M,10/1/2022,105.86,1,102.2,1,,255,,255,,255
20N02W25F003M,10/1/2022,104.58,1,102.2,1,,255,,255,,255
20N02W25F004M,10/1/2022,105.1,1,102.2,1,,255,,255,,255
20N02W33B001M,10/1/2022,107.01,1,105.41,1,,255,,255,,255
20N03W07E001M,10/1/2022,180.83,1,179.17,1,,255,,255,,255
20N03W07E002M,10/1/2022,181.06,1,179.17,1,,255,,255,,255
20N03W07E004M,10/1/2022,181.75,1,179.17,1,,255,,255,,255
21N01E13L002M,10/1/2022,181.9,1,179.85,1,90.508,15,88.458,15,91.392,15
21N01E13L003M,10/1/2022,181.99,1,179.85,1,,255,,255,,255
21N01E13L004M,10/1/2022,182.06,1,179.85,1,90.956,15,88.746,15,91.104,15
21N01W05D001M,10/1/2022,153.08,1,152.58,1,,255,,255,,255
21N01W31H001M,10/1/2022,146.28,1,145.48,1,,255,,255,,255
21N02W01F001M,10/1/2022,162.13,1,160.88,1,,255,,255,,255
21N02W01F004M,10/1/2022,163.22,1,161.92,1,,255,,255,,255
21N02W04G002M,10/1/2022,180.21,1,178.41,1,,255,,255,,255
21N02W04G003M,10/1/2022,180.51,1,178.41,1,,255,,255,,255
21N02W04G004M,10/1/2022,180.31,50,178.41,1,,255,,255,,255
21N02W04G005M,10/1/2022,181.16,1,178.41,1,,255,,255,,255
21N02W33M001M,10/1/2022,151.6,1,149,1,,255,,255,,255
21N02W33M002M,10/1/2022,151.26,1,149,1,,255,,255,,255
22N01W29N001M,10/1/2022,150.95,1,146.25,1,,255,,255,,255
22N01W29N002M,10/1/2022,150.68,1,146.25,1,,255,,255,,255
22N01W29N003M,10/1/2022,149.99,1,146.25,1,,255,,255,,255
22N02W15C002M,10/1/2022,192.37,1,189.3,1,,255,,255,,255
22N02W15C003M,10/1/2022,192.01,1,189.3,1,,255,,255,,255
22N02W15C004M,10/1/2022,192.25,1,189.3,1,,255,,255,,255
22N02W15C005M,10/1/2022,192.71,1,189.3,1,71.5,1,68.09,1,121.21,1
24N01W04M001M,10/1/2022,312.91,1,312.41,1,,255,,255,,255
24N01W05J003M,10/1/2022,314.51,1,312.41,1,,255,,255,,255
24N01W05J004M,10/1/2022,314.21,1,312.41,1,,255,,255,,255
24N01W05Q003M,10/1/2022,291.41,1,289.41,1,,255,,255,,255
24N01W05Q004M,10/1/2022,291.01,1,289.41,1,,255,,255,,255
24N01W06J002M,10/1/2022,274.81,1,272.41,1,,255,,255,,255
24N02W03B001M,10/1/2022,208.22,1,204.42,1,,255,,255,,255
24N02W12P001M,10/1/2022,230.81,1,228.41,1,,255,,255,,255
24N02W24D002M,10/1/2022,212.91,1,212.41,1,,255,,255,,255
24N02W24D003M,10/1/2022,213.16,1,212.41,1,,255,,255,,255
24N02W24D004M,10/1/2022,213.41,1,212.41,1,,255,,255,,255
24N02W27G001M,10/1/2022,182.67,1,182.42,1,,255,,255,,255
24N02W27G002M,10/1/2022,182.92,1,182.42,1,,255,,255,,255
24N02W27G003M,10/1/2022,183.17,1,182.42,1,,255,,255,,255
24N02W27G004M,10/1/2022,183.42,1,182.42,1,,255,,255,,255
25N13E36F001M,10/1/2022,5495.26,1,5492.01,1,,255,,255,,255
25N13E36F002M,10/1/2022,5489.83,1,5486.96,1,,255,,255,,255
25N13E36F003M,10/1/2022,5484.37,1,5481.49,1,,255,,255,,255
25N13E36F004M,10/1/2022,5489.95,1,5485.51,1,,255,,255,,255
25N13E36G001M,10/1/2022,5483.89,1,5481.39,1,,255,,255,,255
25N13E36K001M,10/1/2022,5466.72,1,5464.22,1,,255,,255,,255
25N13E36K002M,10/1/2022,5460.7,1,5458.2,1,,255,,255,,255
25N13E36K003M,10/1/2022,5466.73,1,5463.73,1,,255,,255,,255
25N13E36L001M,10/1/2022,5478.23,1,5475.58,1,,255,,255,,255
25N13E36L002M,10/1/2022,5472.24,1,5469.24,1,,255,,255,,255
26N02W22E003M,10/1/2022,256,1,254,1,,255,,255,,255
26N02W22E004M,10/1/2022,256.2,1,254,1,,255,,255,,255
26N02W22E005M,10/1/2022,256.3,1,254,1,,255,,255,,255
26N02W22E006M,10/1/2022,256.7,1,254,1,,255,,255,,255
