STATION,MSMT_DATE,WLM_RPE,WLM_RPE_QC,WLM_GSE,WLM_GSE_QC,RPE_WSE,RPE_WSE_QC,GSE_WSE,GSE_WSE_QC,WSE,WSE_QC
29N04W03R002M,4/1/2019,460.49,1,457.84,1,66.544,1,63.894,1,393.946,1
29N04W03R003M,4/1/2019,460.33,1,457.84,1,65.475,1,62.985,1,394.855,1
29N04W03R004M,4/1/2019,460.15,1,457.84,1,64.64,1,62.33,1,395.51,1
29N04W03R005M,4/1/2019,460.03,1,457.84,1,69.94,1,67.75,1,390.09,1
29N04W03R006M,4/1/2019,459.81,1,457.84,1,29.436,1,27.466,1,430.374,1
29N04W20A001M,4/1/2019,454.34,1,451.48,1,46.849,1,43.989,1,407.491,1
29N04W20A002M,4/1/2019,454.14,1,451.48,1,49.35,1,46.69,1,404.79,1
29N04W20A003M,4/1/2019,453.92,1,451.48,1,39.533,1,37.093,1,414.387,1
29N04W20A004M,4/1/2019,453.67,1,451.48,1,33.268,1,31.078,1,420.402,1
30N03W18B001M,4/1/2019,399.49,1,400.12,1,12.52,1,13.15,1,386.97,1
30N03W18B002M,4/1/2019,399.47,1,400.1,1,9.323,1,9.953,1,390.147,1
30N03W30Q002M,4/1/2019,444.37,1,445.09,1,47.629,1,48.349,1,396.741,1
30N03W32P003M,4/1/2019,433.74,1,434.07,1,44.062,1,44.392,1,389.678,1
30N04W10H004M,4/1/2019,421.3,1,418.8,1,21.269,1,18.769,1,400.031,1
30N04W10H005M,4/1/2019,421.2,1,418.7,1,17.752,1,15.252,1,403.448,1
30N04W22F002M,4/1/2019,447.36,1,447.86,1,42.776,1,43.276,1,404.584,1
30N04W22F003M,4/1/2019,447.09,1,447.64,1,42.675,1,43.225,1,404.415,1
30N04W22F004M,4/1/2019,449.96,1,447.8,1,45.653,1,43.493,1,404.307,1
30N04W23M001M,4/1/2019,471.72,1,472.33,1,67.325,1,67.935,1,404.395,1
30N04W23M002M,4/1/2019,472.11,1,472.67,1,69.44,1,70,1,402.67,1
30N04W25D003M,4/1/2019,471.19,1,472.47,1,70.278,1,71.558,1,400.912,1
30N04W25D004M,4/1/2019,471.16,1,472.07,1,70.186,1,71.096,1,400.974,1
01N04E36Q001M,3/1/2019,10.3,1,6.9,1,,151,,151,,151
01N04E36Q002M,3/1/2019,1.4,1,-1,1,8.401,2,6.001,2,-7.001,2
01N04E36Q003M,3/1/2019,10.9,1,8.6,1,,151,,151,,151
01N04E36Q004M,3/1/2019,18.3,1,15.9,1,,151,,151,,151
01S04E28F001M,3/1/2019,18.6,1,16.1,1,,151,,151,,151
01S04E28F002M,3/1/2019,4.4,1,2.2,1,5.627,2,3.427,2,-1.227,2
01S04E28P001M,3/1/2019,9,1,6.7,1,8.619,2,6.319,2,0.381,2
01S04E28P002M,3/1/2019,16.6,1,13.7,1,15.476,2,12.576,2,1.124,2
01S04E28P003M,3/1/2019,19.2,1,16.9,1,17.964,2,15.664,2,1.236,2
01S04E28P004M,3/1/2019,16.4,1,14.1,1,11.111,2,8.811,2,5.289,2
05N03E09L001M,3/1/2019,17.48,1,17.61,1,14.776,1,14.906,1,2.704,1
05N03E09L002M,3/1/2019,17.89,1,17.97,1,15.162,1,15.242,1,2.728,1
05N03E16B001M,3/1/2019,16.22,1,16.41,1,,255,,255,,255
05N03E16B002M,3/1/2019,16.42,1,16.45,1,,255,,255,,255
05N03E16H001M,3/1/2019,15.89,1,15.87,1,,255,,255,,255
05N03E16H002M,3/1/2019,15.9,1,15.94,1,,255,,255,,255
05N03E16J001M,3/1/2019,4.26,1,0.93,1,4.112,1,0.782,1,0.148,1
05N03E20B001M,3/1/2019,13.96,1,13.85,1,,255,,255,,255
05N03E20B002M,3/1/2019,13.93,1,13.99,1,,255,,255,,255
05N03E20B003M,3/1/2019,13.93,1,13.96,1,,255,,255,,255
05N03E21G001M,3/1/2019,15.41,1,15.34,1,,255,,255,,255
05N03E21G002M,3/1/2019,15.32,1,15.33,1,,255,,255,,255
05N03E21G003M,3/1/2019,15.26,1,15.33,1,,255,,255,,255
05N03E21H001M,3/1/2019,6.08,15,2.78,15,5.588,1,2.288,15,0.492,15
05N03E21H002M,3/1/2019,5.76,15,2.93,15,4.986,1,2.156,15,0.774,15
05N03E29C001M,3/1/2019,12.87,1,12.95,1,,255,,255,,255
05N03E29C002M,3/1/2019,12.87,1,12.85,1,,255,,255,,255
07N02E35D001M,3/1/2019,34.35,70,33,70,,151,,151,,151
07N02E35D002M,3/1/2019,34.29,70,33,70,,151,,151,,151
07N02E35D003M,3/1/2019,35.15,70,33,70,,151,,151,,151
09N03E08C001M,3/1/2019,30.386,2,28.51,1,,151,,151,,151
09N03E08C002M,3/1/2019,30.226,2,28.51,1,6.361,2,4.645,2,23.865,2
09N03E08C003M,3/1/2019,30.186,2,28.51,1,8.509,1,6.833,2,21.677,2
09N03E08C004M,3/1/2019,30.4,1,28.51,1,,255,,255,,255
09N04E20N001M,3/1/2019,22.57,1,21.49,1,,151,,151,,151
09N04E20N002M,3/1/2019,22.39,1,21.49,1,,151,,151,,151
10N04E27R002M,3/1/2019,27.84,1,27.34,1,,151,,151,,151
10N04E27R003M,3/1/2019,28.09,1,27.34,1,,151,,151,,151
10N04E27R004M,3/1/2019,28.31,1,27.34,1,,151,,151,,151
10N04E31M001M,3/1/2019,19.28,1,16.78,1,,151,,151,,151
10N04E31M002M,3/1/2019,17.51,1,16.78,1,,151,,151,,151
10N04E31M003M,3/1/2019,17.98,1,16.78,1,,151,,151,,151
10N04E31M004M,3/1/2019,18.53,1,16.78,1,,151,,151,,151
11N01E02D001M,3/1/2019,28.21,1,27.45,1,12.187,50,11.427,50,16.023,50
11N01E24Q004M,3/1/2019,42.81,1,41.8,1,35.451,2,34.441,2,7.359,2
11N01E24Q005M,3/1/2019,42.83,1,41.8,1,19.142,1,18.112,1,23.688,1
11N01E24Q006M,3/1/2019,42.85,1,41.8,1,19.583,2,18.533,2,23.267,2
11N01E24Q007M,3/1/2019,42.75,1,41.8,1,14.281,1,13.331,1,28.469,1
11N01E24Q500M,3/1/2019,44.81,1,41.71,1,16.726,2,13.626,2,28.084,2
11N01E24Q501M,3/1/2019,44.63,1,41.71,1,21.708,2,18.788,2,22.922,2
11N01E24Q502M,3/1/2019,44.47,1,41.71,1,28.388,2,25.628,2,16.082,2
11N01E24Q503M,3/1/2019,44.32,1,41.71,1,40.334,2,37.724,2,3.986,2
11N03E02Q002M,3/1/2019,26.45,1,24.71,1,,151,,151,,151
11N03E02Q003M,3/1/2019,26.28,1,24.71,1,4.968,2,3.398,2,21.312,2
11N03E02Q004M,3/1/2019,26.22,1,24.71,1,15.282,1,13.772,1,10.938,1
11N03E02Q005M,3/1/2019,26.12,1,24.71,1,15.724,2,14.314,2,10.396,2
11N04E04N001M,3/1/2019,31.81,1,31,1,24.122,1,23.312,1,7.688,1
11N04E04N002M,3/1/2019,31.95,1,31,1,5.502,1,4.552,1,26.448,1
11N04E04N003M,3/1/2019,32.13,1,31,1,3.599,1,2.469,1,28.531,1
11N04E04N004M,3/1/2019,32.31,1,31,1,3.656,1,2.346,1,28.654,1
12N01E07N001M,3/1/2019,27.97,1,26.57,1,18.63,50,17.23,50,9.34,50
12N01E07N002M,3/1/2019,28.47,1,26.57,1,11.402,50,9.502,50,17.068,50
12N01E07N003M,3/1/2019,29.04,1,26.57,1,11.402,50,8.932,50,17.638,50
12N01E14R001M,3/1/2019,31.93,1,29.55,1,17.285,50,14.905,50,14.645,50
12N01E14R002M,3/1/2019,32.33,1,29.55,1,8.901,50,6.121,50,23.429,50
12N01E14R003M,3/1/2019,32.62,1,29.55,1,13.647,50,10.577,50,18.973,50
12N02E21Q001M,3/1/2019,35.45,1,32.71,1,0.299,50,-2.441,50,35.151,50
12N02E21Q002M,3/1/2019,35.39,1,32.71,1,10.062,50,7.382,50,25.328,50
12N02E21Q003M,3/1/2019,35.32,1,32.71,1,13.647,50,11.037,50,21.673,50
12N02E23H001M,3/1/2019,22.079,1,22.236,1,4.235,1,4.392,1,17.844,1
12N02E23H002M,3/1/2019,21.939,1,22.236,1,3.464,1,3.761,1,18.475,1
12N02E23H003M,3/1/2019,21.876,1,22.236,1,2.132,1,2.492,1,19.744,1
12N02E23H004M,3/1/2019,21.823,1,22.236,1,,170,,170,,170
12N04E03N001M,3/1/2019,49.83,1,48.96,1,,151,,151,,151
12N04E03N002M,3/1/2019,50.23,1,48.96,1,,151,,151,,151
12N04E03N003M,3/1/2019,50.37,1,48.96,1,,151,,151,,151
12N04E03N004M,3/1/2019,50.58,1,48.96,1,,151,,151,,151
12N04E26J002M,3/1/2019,52.3,1,51.62,1,,151,,151,,151
12N04E26J003M,3/1/2019,52.63,1,51.62,1,,151,,151,,151
12N04E26J004M,3/1/2019,52.76,1,51.62,1,,151,,151,,151
13N01E21B002M,3/1/2019,29.9,1,27.55,1,5.944,50,3.594,50,23.956,50
13N01E22A001M,3/1/2019,38.46,1,36.56,1,16.877,50,14.977,50,21.583,50
13N01E22A002M,3/1/2019,38.83,1,36.56,1,,255,,255,,255
13N01E24G002M,3/1/2019,30.61,1,29.83,1,2.472,1,1.692,1,28.138,1
13N01E24G003M,3/1/2019,31,1,29.83,1,2.178,1,1.008,1,28.822,1
13N01E24G004M,3/1/2019,31.13,1,29.83,1,2.023,1,0.723,1,29.107,1
13N01W13P001M,3/1/2019,33.52,1,32.23,1,20.157,50,18.867,50,13.363,50
13N01W13P002M,3/1/2019,34.58,1,32.23,1,14.338,50,11.988,50,20.242,50
13N01W13P003M,3/1/2019,35.49,1,32.23,1,12.702,50,9.442,50,22.788,50
13N03E06A001M,3/1/2019,37.99,1,35.546,1,4.68,2,2.236,2,33.31,2
13N03E06A002M,3/1/2019,37.861,1,35.546,1,3.563,2,1.248,2,34.298,2
13N03E06A003M,3/1/2019,37.715,1,35.546,1,3.522,2,1.353,2,34.193,2
13N03E26J002M,3/1/2019,36.841,1,37.081,1,3.988,2,4.228,2,32.853,2
13N03E26J003M,3/1/2019,36.849,1,37.081,1,4.894,1,5.126,1,31.955,1
13N03E26J004M,3/1/2019,36.692,1,37.081,1,8.774,1,9.163,1,27.918,1
13N03E26J005M,3/1/2019,36.605,1,37.081,1,10.549,2,11.025,2,26.056,2
13N04E11J001M,3/1/2019,61.38,1,61.38,1,,151,,151,,151
13N04E11R002M,3/1/2019,63.3,1,60.5,1,,151,,151,,151
13N04E11R003M,3/1/2019,63.2,1,60.5,1,,151,,151,,151
13N04E11R004M,3/1/2019,63.1,1,60.5,1,,151,,151,,151
13N04E11R005M,3/1/2019,63.4,1,60.5,1,,151,,151,,151
14N01E35P001M,3/1/2019,48.74,1,46.88,1,25.749,1,23.889,1,22.991,1
14N01E35P002M,3/1/2019,48.36,1,46.88,1,20.884,1,19.404,1,27.476,1
14N01E35P003M,3/1/2019,48,1,46.88,1,13.653,1,12.533,1,34.347,1
14N01E35P004M,3/1/2019,47.62,1,46.88,1,16.901,1,16.161,1,30.719,1
14N02E17C001M,3/1/2019,34.91,1,35.079,1,4.311,50,4.48,50,30.599,50
14N02E17C002M,3/1/2019,34.901,1,35.079,1,3.258,1,3.436,1,31.643,1
14N02E17C003M,3/1/2019,34.917,1,35.079,1,1.953,2,2.115,2,32.964,2
14N02E17C004M,3/1/2019,34.924,1,35.079,1,1.694,2,1.849,2,33.23,2
14N02E32D001M,3/1/2019,31.17,1,29.4,1,1.187,1,-0.583,1,29.983,1
14N02E32D002M,3/1/2019,30.59,1,29.4,1,-0.222,1,-1.412,1,30.812,1
14N02E32D003M,3/1/2019,30.21,1,29.4,1,0.361,1,-0.449,1,29.849,1
14N03E23D003M,3/1/2019,54.79,1,52.05,1,,255,,255,,255
14N03E23D004M,3/1/2019,54.53,1,52.05,1,21.817,2,19.337,2,32.713,2
14N03E23D005M,3/1/2019,54.4,1,52.05,1,20.637,2,18.287,2,33.763,2
14N03E23D006M,3/1/2019,52.52,1,50.73,1,20.501,2,18.711,2,32.019,2
15N03W20Q001M,3/1/2019,130.23,1,128.56,1,28.326,1,26.656,1,101.904,1
15N03W20Q002M,3/1/2019,130.66,1,128.56,1,17.672,1,15.572,1,112.988,1
15N03W20Q003M,3/1/2019,131,1,128.56,1,18.011,1,15.571,1,112.989,1
15N04E04R002M,3/1/2019,89.97,50,88.07,1,23.261,2,21.361,50,66.709,50
15N04E04R003M,3/1/2019,89.88,50,88.07,1,24.348,2,22.538,50,65.532,50
15N04E04R004M,3/1/2019,89.74,1,88.07,1,27.016,2,25.346,2,62.724,2
15N04E04R005M,3/1/2019,89.69,1,88.07,1,22.147,2,20.527,2,67.543,2
15N04E04R006M,3/1/2019,90.11,1,88.07,1,23.939,2,21.899,2,66.171,2
16N02W05B001M,3/1/2019,66.91,1,65,1,17.212,1,15.302,1,49.698,1
16N02W05B002M,3/1/2019,65.55,1,65,1,14.909,1,14.359,1,50.641,1
16N02W05B003M,3/1/2019,66.34,1,65,1,8.423,1,7.083,1,57.917,1
16N02W05B004M,3/1/2019,65.61,1,65,1,15.926,1,15.316,1,49.684,1
16N03E17J001M,3/1/2019,79.295,1,77.354,1,8.785,2,6.844,2,70.51,2
16N03E17J002M,3/1/2019,79.116,1,77.354,1,15.663,2,13.901,2,63.453,2
16N03E17J003M,3/1/2019,78.871,1,77.354,1,16.741,2,15.224,2,62.13,2
16N03E17J004M,3/1/2019,78.705,1,77.354,1,18.498,2,17.147,2,60.207,2
16N03E17J005M,3/1/2019,78.49,1,77.354,1,,151,,151,,151
16N03W14H003M,3/1/2019,68.5,1,65.7,1,,255,,255,,255
16N03W14H004M,3/1/2019,68.21,1,65.7,1,9.976,1,7.466,1,58.234,1
16N03W14H005M,3/1/2019,67.91,1,65.7,1,23.867,1,21.657,1,44.043,1
16N03W14H006M,3/1/2019,67.68,1,65.7,1,8.829,1,6.849,1,58.851,1
17N01E17F002M,3/1/2019,63.55,1,59.35,1,4.965,1,0.765,1,58.585,1
17N01E17F003M,3/1/2019,63.55,1,59.35,1,3.799,1,-0.401,1,59.751,1
17N01E24A003M,3/1/2019,75.55,1,72.8,1,,255,,255,,255
17N01E24A004M,3/1/2019,75.83,1,72.8,1,,255,,255,,255
17N01E24A005M,3/1/2019,75.8,1,72.81,1,,255,,255,,255
17N01E24A006M,3/1/2019,76.05,1,72.8,1,,255,,255,,255
17N01W10A001M,3/1/2019,67.53,1,64.28,1,4.114,1,0.864,1,63.416,1
17N01W10A002M,3/1/2019,67.07,1,64.28,1,,255,,255,,255
17N01W10A003M,3/1/2019,66.82,1,64.28,1,4.354,1,1.814,1,62.466,1
17N01W10A004M,3/1/2019,66.43,1,64.28,1,4.049,1,1.899,1,62.381,1
17N01W27A001M,3/1/2019,68.98,1,66.61,1,,255,,255,,255
17N01W27A002M,3/1/2019,68.63,1,66.61,1,10.195,1,8.175,1,58.435,1
17N01W27A003M,3/1/2019,68.28,1,66.61,1,10.577,1,8.907,1,57.703,1
17N02E25J001M,3/1/2019,80,1,78,1,,255,,255,,255
17N02E25J002M,3/1/2019,79.5,1,78,1,,255,,255,,255
17N02E25J003M,3/1/2019,79.1,1,78,1,,255,,255,,255
17N02W09H002M,3/1/2019,69.36,1,67,1,8.721,1,6.361,1,60.639,1
17N02W09H003M,3/1/2019,68.54,1,67,1,5.959,1,4.419,1,62.581,1
17N02W09H004M,3/1/2019,68.78,1,67,1,4.219,1,2.439,1,64.561,1
17N02W09H005M,3/1/2019,69.74,1,67,1,7.435,1,4.695,1,62.305,1
17N03E26A003M,3/1/2019,86.93,1,87.264,1,17.92,2,18.254,2,69.01,2
17N03E26A004M,3/1/2019,86.94,70,87.26,70,18.584,2,18.904,70,68.356,70
17N03E26A005M,3/1/2019,86.82,70,87.26,70,18.837,2,19.277,70,67.983,70
17N03E26A006M,3/1/2019,86.89,70,87.26,70,18.294,2,18.664,70,68.596,70
18N01E21L001M,3/1/2019,67,1,,151,1.11,1,,151,65.89,1
18N01E35L001M,3/1/2019,76.21,1,70,1,1.634,1,-4.576,1,74.576,1
18N01W02E001M,3/1/2019,80.89,1,78.5,1,,255,,255,,255
18N01W02E002M,3/1/2019,81.3,1,78.5,1,,255,,255,,255
18N01W02E003M,3/1/2019,81.37,1,78.5,1,,255,,255,,255
18N02W18D001M,3/1/2019,83.03,1,82.43,1,14.061,1,13.461,1,68.969,1
18N02W18D002M,3/1/2019,83.43,1,82.43,1,8.592,2,7.592,2,74.838,2
18N02W18D003M,3/1/2019,84.03,1,82.43,1,4.834,1,3.234,1,79.196,1
18N02W18D004M,3/1/2019,84.43,1,82.43,1,6.406,1,4.406,1,78.024,1
19N01E35B001M,3/1/2019,87.88,1,86.5,1,4.051,1,2.671,1,83.829,1
19N01E35B002M,3/1/2019,92.44,1,86.5,1,1.516,1,-4.424,1,90.924,1
19N01E35B003M,3/1/2019,89.59,1,86.5,1,3.198,1,0.108,1,86.392,1
19N01W22D004M,3/1/2019,89.68,130,87.38,130,,255,,255,,255
19N01W22D005M,3/1/2019,89.87,130,87.38,130,7.601,1,5.111,130,82.269,130
19N01W22D006M,3/1/2019,90.18,130,87.38,130,7.061,1,4.261,130,83.119,130
19N01W22D007M,3/1/2019,90.33,130,87.38,130,,255,,255,,255
19N02E07K004M,3/1/2019,106.21,130,102.7,130,5.576,1,2.066,130,100.634,130
19N02E13Q001M,3/1/2019,121.18,1,119.88,1,,255,,255,,255
19N02E13Q002M,3/1/2019,122.68,130,119.88,130,5.429,1,2.629,130,117.251,130
19N02E13Q003M,3/1/2019,122.53,130,119.88,130,4.974,1,2.324,130,117.556,130
19N02W08Q001M,3/1/2019,120,1,108.36,1,,255,,255,,255
19N02W08Q002M,3/1/2019,109.38,1,108.36,1,6.167,2,5.147,2,103.213,2
19N02W08Q003M,3/1/2019,109.56,1,108.36,1,4.49,1,3.29,1,105.07,1
19N04W14M002M,3/1/2019,187.83,1,185.83,1,38.155,1,36.155,1,149.675,1
20N01E02H003M,3/1/2019,133.79,1,132.34,1,27.711,1,26.261,1,106.079,1
20N01E13Q002M,3/1/2019,122,1,,151,5.377,1,,151,116.623,1
20N01E18L001M,3/1/2019,112.19,1,107.35,1,7.73,1,2.89,1,104.46,1
20N01E18L002M,3/1/2019,108.85,1,107.35,1,4.423,1,2.923,1,104.427,1
20N01E18L003M,3/1/2019,109.03,1,107.35,1,3.479,1,1.799,1,105.551,1
20N02E09G001M,3/1/2019,150.24,1,148.84,1,31.818,1,30.418,1,118.422,1
20N02E15H001M,3/1/2019,145.01,1,144.01,1,27.295,1,26.295,1,117.715,1
20N02E15H002M,3/1/2019,145.12,1,144.12,1,,255,,255,,255
20N02E24C001M,3/1/2019,159.65,1,157.75,1,49.257,1,47.357,1,110.393,1
20N02E24C002M,3/1/2019,160.14,1,157.75,1,49.672,1,47.282,1,110.468,1
20N02E24C003M,3/1/2019,159.14,1,157.75,1,49.165,1,47.775,1,109.975,1
20N02W11A001M,3/1/2019,125.9,1,125.4,1,4.346,1,3.846,1,121.554,1
20N02W11A002M,3/1/2019,125.9,1,125.4,1,8.601,1,8.101,1,117.299,1
20N02W11A003M,3/1/2019,125.9,1,125.4,1,13.017,1,12.517,1,112.883,1
20N02W18R005M,3/1/2019,132.45,1,131.35,1,60.781,1,59.681,1,71.669,1
20N02W18R006M,3/1/2019,132.98,1,131.38,1,45.189,1,43.589,1,87.791,1
20N02W18R007M,3/1/2019,133.43,1,131.38,1,37.54,1,35.49,1,95.89,1
20N02W18R008M,3/1/2019,133.97,1,131.37,1,10.654,1,8.054,1,123.316,1
20N02W25F001M,3/1/2019,105.54,1,102.2,1,9.045,1,5.705,1,96.495,1
20N02W25F002M,3/1/2019,105.86,1,102.2,1,,255,,255,,255
20N02W25F003M,3/1/2019,104.58,1,102.2,1,,255,,255,,255
20N02W25F004M,3/1/2019,105.1,1,102.2,1,6.122,1,3.222,1,98.978,1
20N02W33B001M,3/1/2019,107.01,1,105.41,1,,255,,255,,255
20N03E31M001M,3/1/2019,134.52,1,133.02,1,21.243,1,19.743,1,113.277,1
20N03E33L001M,3/1/2019,152.93,1,151.33,1,,255,,255,,255
20N03W07E001M,3/1/2019,180.83,1,179.17,1,133.603,1,131.943,1,47.227,1
20N03W07E002M,3/1/2019,181.06,1,179.17,1,115.317,1,113.427,1,65.743,1
20N03W07E003M,3/1/2019,181.47,1,179.17,1,100.058,1,97.758,1,81.412,1
20N03W07E004M,3/1/2019,181.75,1,179.17,1,77.929,1,75.349,1,103.821,1
21N01E13L002M,3/1/2019,181.9,1,179.85,1,62.972,1,60.922,1,118.928,1
21N01E13L003M,3/1/2019,181.99,1,179.85,1,62.997,1,60.857,1,118.993,1
21N01E13L004M,3/1/2019,182.06,1,179.85,1,62.976,1,60.766,1,119.084,1
21N01E27B001M,3/1/2019,150.34,70,149.34,70,42.48,1,41.48,70,107.86,70
21N01W05D001M,3/1/2019,153.08,1,152.58,1,,255,,255,,255
21N01W11A001M,3/1/2019,133.82,1,129.3,1,11.469,1,6.949,1,122.351,1
21N01W11A002M,3/1/2019,133.56,1,129.3,1,7.873,1,3.613,1,125.687,1
21N01W11A003M,3/1/2019,133.23,1,129.3,1,7.589,1,3.659,1,125.641,1
21N01W24B001M,3/1/2019,127.96,1,127.06,1,12.766,1,11.866,1,115.194,1
21N01W31H001M,3/1/2019,146.28,1,145.48,1,31.045,1,30.245,1,115.235,1
21N02E18C001M,3/1/2019,191.56,1,189.07,1,73.562,1,71.072,1,117.998,1
21N02E18C002M,3/1/2019,191.42,1,189.07,1,72.969,1,70.619,1,118.451,1
21N02E18C003M,3/1/2019,191.15,1,189.07,1,20.244,1,18.164,1,170.906,1
21N02E26E003M,3/1/2019,184.97,10,182.27,10,,255,,255,,255
21N02E26E004M,3/1/2019,184.68,10,182.26,1,68.966,1,66.546,10,115.714,10
21N02E26E005M,3/1/2019,184.44,10,182.26,10,69.739,1,67.559,10,114.701,10
21N02E26E006M,3/1/2019,184.28,10,182.26,10,74.844,1,72.824,10,109.436,10
21N02E30L001M,3/1/2019,160.28,70,159.33,70,,255,,255,,255
21N02W01F001M,3/1/2019,162.13,1,160.88,1,30.137,1,28.887,1,131.993,1
21N02W01F002M,3/1/2019,162.28,1,160.83,1,25.106,1,23.656,1,137.174,1
21N02W01F003M,3/1/2019,162.84,1,161.84,1,25.091,1,24.091,1,137.749,1
21N02W01F004M,3/1/2019,163.22,1,161.92,1,25.133,1,23.833,1,138.087,1
21N02W04G002M,3/1/2019,180.21,1,178.41,1,68.692,1,66.892,1,111.518,1
21N02W04G003M,3/1/2019,180.51,1,178.41,1,49.947,1,47.847,1,130.563,1
21N02W04G004M,3/1/2019,180.31,50,178.41,1,30.781,1,28.881,50,149.529,50
21N02W04G005M,3/1/2019,181.16,1,178.41,1,33.266,1,30.516,1,147.894,1
21N02W05M001M,3/1/2019,190.43,1,188.93,1,32.871,1,31.371,1,157.559,1
21N02W05M002M,3/1/2019,190.91,1,188.93,1,26.51,1,24.53,1,164.4,1
21N02W05M003M,3/1/2019,191.33,1,188.93,1,24.823,1,22.423,1,166.507,1
21N02W33M001M,3/1/2019,151.6,1,149,1,52.451,1,49.851,1,99.149,1
21N02W33M002M,3/1/2019,151.26,1,149,1,40.557,1,38.297,1,110.703,1
21N02W33M003M,3/1/2019,151.49,1,149,1,22.921,1,20.431,1,128.569,1
21N02W36A001M,3/1/2019,137.09,1,135.39,1,22.49,1,20.79,1,114.6,1
21N02W36A002M,3/1/2019,136.29,1,135.39,1,19.74,1,18.84,1,116.55,1
21N03E32B001M,3/1/2019,242.33,70,238.43,70,19.571,1,15.671,70,222.759,70
21N03W23D001M,3/1/2019,205.89,1,204.76,1,58.994,1,57.864,1,146.896,1
21N03W23D002M,3/1/2019,206.43,1,204.76,1,56.398,1,54.728,1,150.032,1
21N03W23D003M,3/1/2019,206.93,1,204.76,1,,255,,255,,255
21N03W34Q002M,3/1/2019,167.07,1,166.65,1,105.671,1,105.251,1,61.399,1
21N03W34Q003M,3/1/2019,167.38,1,166.65,1,83.895,1,83.165,1,83.485,1
21N03W34Q004M,3/1/2019,167.63,1,166.65,1,37.64,1,36.66,1,129.99,1
21N04W12A001M,3/1/2019,249.38,1,247.88,1,,255,,255,,255
21N04W12A002M,3/1/2019,249.88,1,247.88,1,171.933,1,169.933,1,77.947,1
21N04W12A003M,3/1/2019,250.12,1,247.5,1,207.932,1,205.312,1,42.188,1
21N04W12A004M,3/1/2019,249.62,1,247.5,1,200.582,1,198.462,1,49.038,1
22N01E28J001M,3/1/2019,180.67,1,178.87,1,43.515,1,41.715,1,137.155,1
22N01E28J003M,3/1/2019,179.79,1,,151,,255,,255,,255
22N01E28J005M,3/1/2019,179.79,1,,151,,255,,255,,255
22N01E32E004M,3/1/2019,150.94,1,150.94,1,23.145,1,23.145,1,127.795,1
22N01E35E001M,3/1/2019,183.97,1,182.33,1,54.286,1,52.646,1,129.684,1
22N01W05M001M,3/1/2019,153.28,70,151.48,70,9.774,1,7.974,70,143.506,70
22N01W19K005M,3/1/2019,156.58,1,155.94,1,27.282,2,26.642,2,129.298,2
22N01W29N001M,3/1/2019,150.95,1,146.25,1,27.168,1,22.468,1,123.782,1
22N01W29N002M,3/1/2019,150.68,1,146.25,1,,255,,255,,255
22N01W29N003M,3/1/2019,149.99,1,146.25,1,13.253,1,9.513,1,136.737,1
22N01W29N004M,3/1/2019,149.06,1,146.25,1,10.362,1,7.552,1,138.698,1
22N02E30C002M,3/1/2019,245.13,1,243.63,1,118.634,1,117.134,1,126.496,1
22N02W01N001M,3/1/2019,161.07,1,159.21,1,20.921,1,19.061,1,140.149,1
22N02W01N002M,3/1/2019,161.31,1,159.21,1,16.306,1,14.206,1,145.004,1
22N02W01N003M,3/1/2019,161.5,1,159.21,1,12.361,1,10.071,1,149.139,1
22N02W01N004M,3/1/2019,161.65,1,159.21,1,16.165,1,13.725,1,145.485,1
22N02W02J001M,3/1/2019,166.4,1,164.7,1,23.869,1,22.169,1,142.531,1
22N02W15C002M,3/1/2019,192.37,1,189.3,1,63.884,1,60.814,1,128.486,1
22N02W15C003M,3/1/2019,192.01,1,189.3,1,35.782,1,33.072,1,156.228,1
22N02W15C004M,3/1/2019,192.25,1,189.3,1,33.629,1,30.679,1,158.621,1
22N02W15C005M,3/1/2019,192.71,1,189.3,1,24.292,1,20.882,1,168.418,1
22N02W18C001M,3/1/2019,224.64,1,223.44,1,109.599,1,108.399,1,115.041,1
22N02W18C002M,3/1/2019,224.84,1,223.44,1,49.523,1,48.123,1,175.317,1
22N02W18C003M,3/1/2019,225.54,1,223.44,1,,255,,255,,255
22N02W18C004M,3/1/2019,225.94,1,223.44,1,,255,,255,,255
22N02W30H002M,3/1/2019,205.22,1,202.43,1,97.203,1,94.413,1,108.017,1
22N02W30H003M,3/1/2019,205.77,1,204.43,1,20.308,1,18.968,1,185.462,1
22N02W30H004M,3/1/2019,206.43,1,204.43,1,15.041,1,13.041,1,191.389,1
22N03W01R001M,3/1/2019,228.17,1,226.04,1,56.79,1,54.66,1,171.38,1
22N03W01R002M,3/1/2019,228.53,1,226.04,1,53.96,1,51.47,1,174.57,1
22N03W01R003M,3/1/2019,229.04,1,226.04,1,35.876,1,32.876,1,193.164,1
22N03W24E001M,3/1/2019,231.7,1,230.51,1,186.779,1,185.589,1,44.921,1
22N03W24E002M,3/1/2019,231.93,1,230.51,1,29.368,1,27.948,1,202.562,1
22N03W24E003M,3/1/2019,232.41,1,230.51,1,,255,,255,,255
22N03W28P001M,3/1/2019,259.49,1,258.22,1,108.293,1,107.023,1,151.197,1
22N03W28P003M,3/1/2019,260.52,1,258.22,1,18.462,1,16.162,1,242.058,1
23N01W10M001M,3/1/2019,190.28,1,187.38,1,25.18,1,22.28,1,165.1,1
